GEM unit/phase ID,GEM location ID,Country/Area,Wiki URL,Plant name,Unit name,Plant name (other),Plant name (local),Owner,Parent,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Latitude,Longitude,Location accuracy,Permits,Permit Date,Permit Parsed,Captive,Captive industry use,Captive residential use,Plant age (years),Capacity factor,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Annual CO2 (million tonnes / annum),Remaining plant lifetime (years),Lifetime CO2 (million tonnes)
G100000100098,L100000101596,China,https://www.gem.wiki/Aksu_Cogen_power_station,Aksu Cogen power station,Unit 1,,浙能新疆阿克苏纺织工业城热电厂,Zheneng Aksu Thermal Power Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [100.0%],350,operating,2016,,,supercritical,unknown,,,Textile Industry Town,Aksu,Aksu,Xinjiang,Eastern Asia,Asia,41.154153,80.399732,exact,15-Jan-15,15-Jan-15,"Year: 2015, Month: 1, Day: 15",,,,8,0.53,9249.9,96100,1.52406397,32,48.77004704
G100000100108,L100000101597,China,https://www.gem.wiki/Aksu_Xuzhou_cogen_power_station,Aksu Xuzhou cogen power station,Unit 1,一期热电联产项目,徐矿集团新疆阿克苏电厂,Xinjiang Aksu Thermal Power Co Ltd [100%],Jiangsu Xukuang Energy Co Ltd [100.0%],200,operating,2011,,,subcritical,unknown,,,Western Heavey Industry Park near 314 National Road,Aksu,Aksu,Xinjiang,Eastern Asia,Asia,41.078773,80.16948,exact,30-Sep-09,30-Sep-09,"Year: 2009, Month: 9, Day: 30",,,,13,0.53,11312.6,96100,1.065100384,27,28.75771036
G100000113040,L100000100602,China,https://www.gem.wiki/Anda_Cogen_power_station,Anda Cogen power station,Unit 1,安达鑫玛热电,鑫玛热电集团安达热电,Anda Shunxiang Thermal Power Co Ltd [100%],Heilongjiang Province Xinma Thermoelectricity Group Co Ltd [50.0%]; natural person(s) [50.0%],50,operating,2014,,,subcritical,unknown,,,Tiexi Tiancaizhan,Anda,Suihua,Heilongjiang,Eastern Asia,Asia,46.399604,125.298159,exact,15-Feb-15,15-Feb-15,"Year: 2015, Month: 2, Day: 15",,,,10,0.53,11312.6,96100,0.266275096,30,7.988252877
G100000100236,L100000100200,China,https://www.gem.wiki/Anhui_Bengbu_power_station,Anhui Bengbu power station,Phase II Unit 3,,国电蚌埠发电厂,Guodian Bengbu Power Generation Co Ltd [100%],An Hui Wenergy Co Ltd [39.2%]; GD POWER Development Co Ltd [23.4%]; China Shenhua Energy Co Ltd [17.4%]; Huaihe Energy Holding Group Co Ltd [16.6%]; other [1.8%]; China Cinda Asset Management Co Ltd [1.7%],660,operating,2018,,,ultra-supercritical,bituminous,,,Xiaoyi Township,Huaiyuan,Bengbu,Anhui,Eastern Asia,Asia,32.78444,117.11472,exact,12-May-15,12-May-15,"Year: 2015, Month: 5, Day: 12",,,,6,0.53,8272,94600,2.529998853,34,86.01996099
G100000115310,L100000100201,China,https://www.gem.wiki/Anhui_Huainan_Panji_power_station,Anhui Huainan Panji power station,Phase II Unit 3,,"淮南矿业潘集电厂, 淮河能源潘集电厂2×660兆瓦二期项目",Huaihe Energy Power Group Co Ltd [100%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; other [7.8%]; China Cinda Asset Management Co Ltd [7.4%],660,construction,2025,,,ultra-supercritical,unknown,,,Jiahe,Panji District,Huainan,Anhui,Eastern Asia,Asia,32.76917,116.759595,exact,28-Sep-22,28-Sep-22,"Year: 2022, Month: 9, Day: 28",,,,0,0.53,8272,96100,2.570115113,40,102.8046045
G100000101996,L100000100207,China,https://www.gem.wiki/Anhui_Huainan_Tianjia%27an_power_station,Anhui Huainan Tianjia'an power station,Unit 1,"淮南田家庵发电厂异地扩建项目 (Unit 15 & 16), 大唐淮南矿业安徽电力股份公司淮南田家庵发电厂 (Unit 5 & 6), 高皇电厂 (Unit 15 & 16)",大唐淮南田家庵发电厂,Anhui Electric Power Co Ltd [100%],China Datang Corp [47.5%]; GD POWER Development Co Ltd [44.9%]; other [7.6%],120,retired,1972,2007,,subcritical,unknown,,,Dianchang Road,Tianjia'an,Huainan,Anhui,Eastern Asia,Asia,32.6699252,117.0253207,exact,,,,,,,35,0.53,12617.9,96100,0.712797949,0,0
G100000115509,L100000104928,China,https://www.gem.wiki/Anhui_Huaining_cogen_power_station,Anhui Huaining cogen power station,Unit 3,,安徽怀宁经济开发区热电联产,Anhui Yingyi Thermal Power Co Ltd [100%],INTCO MEDICAL Technology Co Ltd [80.0%]; Anhui Yongning Investment Holding Group Co Ltd [20.0%],30,construction,,,,CFB,unknown,,,,Huaining,Anqing,Anhui,Eastern Asia,Asia,30.757948,116.800461,exact,2-Nov-20,2-Nov-20,"Year: 2020, Month: 11, Day: 2",,,,0,0.53,10442.4,96100,0.147475438,40,5.899017509
G100000100240,L100000100202,China,https://www.gem.wiki/Anhui_Hwasu_power_station,Anhui Hwasu power station,Phase I Unit 1,,淮北矿业华塑自备热电厂,Anhui Hwasu Co Ltd [100%],Anhui Hwasu Co Ltd [100.0%],300,operating,2012,,,subcritical,unknown,,,Luqiao Town,Dingyuan,Chuzhou,Anhui,Eastern Asia,Asia,32.584793,117.253237,exact,31-Jul-15,31-Jul-15,"Year: 2015, Month: 7, Day: 31",chemicals,both,,12,0.53,10442.4,96100,1.474754377,28,41.29312257
G100000114217,L100000104586,China,https://www.gem.wiki/Anhui_Xinyuan_power_station,Anhui Xinyuan power station,Unit 3,,安徽新源热电,Anhui Xinyuan Thermoelectricity Co Ltd [100%],Bengbu Zhongcheng State Owned Capital Investment and Operation Co Ltd [85.0%]; Anhui Province Energy Group Co Ltd [15.0%],30,operating,1989,,,subcritical,unknown,,,220 Changzheng Road,Yuhui,Bengbu,Anhui,Eastern Asia,Asia,32.93653,117.323709,exact,,,,,,,35,0.53,12617.9,96100,0.178199487,5,0.890997436
G100000100245,L100000100203,China,https://www.gem.wiki/Anhui_Xuancheng_power_station,Anhui Xuancheng power station,Phase I Unit 1,,中煤宣城发电厂,SDIC Xuancheng Electric Power Co Ltd [100%],China National Coal Group [51.0%]; China Coal Xinji Energy Co Ltd [49.0%],660,operating,2008,,,ultra-supercritical,bituminous,,,Xiangyang Town,Xuanzhou District,Xuancheng,Anhui,Eastern Asia,Asia,30.86956,118.865,exact,31-Aug-06,31-Aug-06,"Year: 2006, Month: 8, Day: 31",,,,16,0.53,9099.2,94600,2.782998738,24,66.79196971
G100000100234,L100000100237,China,https://www.gem.wiki/Anqing_power_station,Anqing power station,Phase II Unit 3,国能安庆电厂三期 (Phase III Unit 5 & 6),神华神皖安庆皖江发电厂,Guoneng Shenwan Anqing Power Generation Co Ltd [100%],An Hui Wenergy Co Ltd [49.0%]; GD POWER Development Co Ltd [29.3%]; China Shenhua Energy Co Ltd [21.7%],1000,operating,2015,,,ultra-supercritical,bituminous,,,Laofeng Town,Yingjiang,Anqing,Anhui,Eastern Asia,Asia,30.541,117.1717,exact,30-Dec-14,30-Dec-14,"Year: 2014, Month: 12, Day: 30",,,,9,0.53,8272,94600,3.833331595,31,118.8332794
G100000112155,L100000101120,China,https://www.gem.wiki/Anshan_Steel_Company_No_2_power_station,Anshan Steel Company No 2 power station,Unit 1,,鞍钢第二发电厂,Anshan Iron & Steel Group Corp [100%],Ansteel Group Co Ltd [100.0%],110,retired,1973,2020,,subcritical,unknown,,,Liuxitun,Tiexi District,Anshan,Liaoning,Eastern Asia,Asia,41.132976,122.965756,exact,,,,iron & steel,both,,47,0.53,12617.9,96100,0.65339812,0,0
G100000103251,L100000100479,China,https://www.gem.wiki/Anshun_power_station,Anshun power station,Phase II Unit 3,"Guodian Anshun power station, Anshun-1 power station",国电安顺电厂,Guodian Anshun Second Power Co Ltd [100%],"China Energy Investment Corp [70.0%]; Guizhou Wujiang Energy Group Co Ltd [12.4%]; China Huadian Group Corp [9.2%]; Guizhou Qiansheng State-Owned Assets Management Co Ltd [4.1%]; Guizhou Financial Holding Group Co Ltd (Guizhou Guimin Investment Group Co., Ltd.) [1.6%]; Guizhou Xingyi Sunshine Asset Management Group Co Ltd [1.6%]; other [1.0%]",300,operating,2003,,,subcritical,anthracite,,,Maguan Town,Puding,Anshun,Guizhou,Eastern Asia,Asia,26.2196442,105.6872535,exact,,,,,,,21,0.53,11312.6,98300,1.634225302,19,31.05028075
G100000100274,L100000101450,China,https://www.gem.wiki/Antaibao_Gangue_power_station,Antaibao Gangue power station,Unit 1,,中煤平朔安太堡低热值煤热电厂,China Coal Pingshuo Antaibao Thermal Power Co Ltd [100%],China Coal Energy Co Ltd [51.0%]; China National Coal Group [49.0%],350,construction,2023,,,supercritical,waste coal,,,Antaipu Village Baitang Town,Pinglu,Shuozhou,Shanxi,Eastern Asia,Asia,39.471256,112.33074,exact,26-Jun-15,26-Jun-15,"Year: 2015, Month: 6, Day: 26",,,,0,0.53,9249.9,94600,1.50027525,40,60.01101002
G100000100286,L100000100257,China,https://www.gem.wiki/Anwen_Songzao_power_station,Anwen Songzao power station,Phase II Unit 3,,重庆能源集团松藻煤电公司安稳电厂,Chongqing Songzao Coal Power Co Ltd [100%],China Resources Power Holdings Co Ltd [38.2%]; other [14.5%]; Chongqing Construction Investment (Group) Co Ltd [8.7%]; Agricultural Bank of China Ltd [7.8%]; China Development Bank Corp [5.8%]; Chongqing LAND PROPERTIES Group Limited Co [4.5%]; Industrial and Commercial Bank of China Ltd [3.0%]; Industrial Bank Co Ltd [2.4%]; HKSCC Nominees Ltd [1.7%]; China Investment Corp [0.7%]; Bank of Tianjin Co Ltd [0.7%]; Chongqing Yufu Holding Group Co Ltd [0.7%]; The Export-Import Bank of China [0.7%]; Dah Sing Bank Ltd [0.3%]; Shandong Luxin Investment Holdings Group Co Ltd [0.3%]; Chongqing International Trust Inc [0.3%]; Ping An Insurance (Group) Company of China Ltd [0.3%]; Chongqing Development Investment Co Ltd [0.2%]; China Life Insurance Co Ltd [0.2%]; SAIC Hong Kong Investment Co Ltd [0.2%]; Chongqing Water Conservancy Investment (Group) Co Ltd [0.1%]; Ping An Insurance Overseas (Holdings) Co Ltd of China [0.1%]; Wuhan Economic Development Investment (Group) Co Ltd [0.1%]; Legend Holdings Corp [0.1%]; China Baowu Steel Group Co Ltd [0.1%]; CITIC Corporation of China [0.1%]; Shanghai Jianxin Investment Co Ltd [0.0%]; State Grid Corporation of China [0.0%]; Shandong Caixin Asset Operation Co Ltd [0.0%]; Department of Transportation of Jiangxi Province [0.0%]; Shandong Caijin Investment Co Ltd [0.0%]; China Guangfa Bank Co Ltd [0.0%]; Beijing Shenhaihong Investment Consultant Co Ltd [0.0%]; Beijing Jinyinghe Investment Consulting Co Ltd [0.0%]; Shanghai Jingrong Enterprise Management Partnership (General Partnership) [0.0%]; Jilin PROVINCE WANLONG Industry Co Ltd [0.0%]; Beijing Tiandiyuan Investment Management Co Ltd [0.0%]; Zhejiang Ruihe Investment Co Ltd [0.0%]; Jiangxi Financial Investment Group Co Ltd [0.0%],660,operating,2016,,,supercritical,unknown,,,Anwen Town,Qijiang,,Chongqing,Eastern Asia,Asia,28.641111,106.753056,exact,27-Dec-13,27-Dec-13,"Year: 2013, Month: 12, Day: 27",,,,8,0.53,8409,96100,2.612681091,32,83.60579493
G100000102004,L100000100642,China,https://www.gem.wiki/Anyang_power_station,Anyang power station,Unit 1,,大唐安阳发电厂,Datang Anyang Power Generation Co Ltd [100%],China Datang Corp [85.0%]; Henan State Owned Capital Operation Group Co Ltd [10.0%]; other [5.0%],300,operating,2008,,,subcritical,bituminous,,,1 Dianchang Road,Yindu,Anyang,Henan,Eastern Asia,Asia,36.1197548,114.2758372,exact,25-Jan-07,25-Jan-07,"Year: 2007, Month: 1, Day: 25",,,,16,0.53,10442.4,94600,1.451735318,24,34.84164764
G100000104251,L100000101067,China,https://www.gem.wiki/Anyuan_power_station,Anyuan power station,Unit 1,,华能安源发电厂,Huaneng Anyuan Power Generation Co Ltd [100%],Huaneng Power International Inc [100.0%],125,retired,1992,2012,,subcritical,bituminous,,,Liujiang Village,Luxi,Pingxiang,Jiangxi,Eastern Asia,Asia,27.641968,114.005752,exact,,,,,,,20,0.53,12182.8,94600,0.705704669,0,0
G100000113547,L100000101231,China,https://www.gem.wiki/Aoweiqianyuan_Captive_power_station,Aoweiqianyuan Captive power station,Unit 1,,陕西奥维乾元化工公司自备电厂,Shaanxi Aoweiqianyuan Chemical Co Ltd [100%],Shaanxi Xingmao Zhuluoji Coal Industry Magnesium Cell Group Co Ltd [70.0%]; Shaanxi Coal and Chemical Industry Co Ltd [20.0%]; Fugu Hengxing Coal and Coke Co Ltd [10.0%],50,operating,2012,,,subcritical,unknown,,,Huangpu Town,Fugu,Yulin,Shaanxi,Eastern Asia,Asia,39.250733,111.143003,exact,,,,chemicals,both,,12,0.53,11312.6,96100,0.266275096,28,7.455702685
G100000103079,L100000100980,China,https://www.gem.wiki/APP_Jinhuasheng_Mill_power_station,APP Jinhuasheng Mill power station,Unit 1,Suzhou Industrial Park; 金光集团金华盛纸业苏州工业园区热电,金光集团亚洲浆纸金华盛纸业苏州自备电厂,Jinhuasheng Paper Industry (Suzhou) Co Ltd [100%],Fulong Investment Group [98.1%]; other [1.9%],50,retired,1998,2023,,subcritical,unknown,,,Shengpu Town,Wuzhong,Suzhou,Jiangsu,Eastern Asia,Asia,31.306491,120.845299,exact,,,,pulp & paper,both,,25,0.53,12182.8,96100,0.286757796,0,0
G100000100300,L100000100968,China,https://www.gem.wiki/APP_Zhenjiang_Jindong_Mill_power_station,APP Zhenjiang Jindong Mill power station,Unit 1,,金光集团镇江金东纸业自备电厂,Gold East Paper (Jiangsu) Co Ltd [100%],Fulong Investment Group [97.4%]; other [2.6%],50,operating,1998,,2023,subcritical,unknown,,,APP Zhenjiang Dadong mill,,Zhenjiang,Jiangsu,Eastern Asia,Asia,32.194585,119.699653,exact,,,,pulp & paper,both,,26,0.53,12182.8,96100,0.286757796,5,1.433788978
G100000111161,L100000101598,China,https://www.gem.wiki/Aral_Xinhu_Cogen_power_station,Aral Xinhu Cogen power station,Phase II Unit 3,"阿拉尔盛源热电厂 (Phase II Unit 3, Phase II Unit 4)",新疆阿拉尔市新沪热电,Xinjiang Alal Xinhu Thermal Power Co Ltd [100%],Alar Tongzhong State-owned Capital Investment Operation (Group) Co Ltd [48.2%]; Xinjiang Production and Construction Corps Electric Power Group Co Ltd [33.3%]; Alar Xinxin State Owned Capital Investment and Operation (Group) Co Ltd [18.5%],350,operating,2014,,,supercritical,unknown,,,,Aral,,Xinjiang,Eastern Asia,Asia,40.5894333,81.1954343,exact,12-Sep,12-Sep,"Year: 2012, Month: 9",,,,10,0.53,10090.8,96100,1.66261524,30,49.8784572
G100000115274,L100000104890,China,https://www.gem.wiki/Asia_Symbol_captive_power_station,Asia Symbol captive power station,Unit 1,,"山东亚太森博浆纸有限公司热电, 山东亚太森博浆纸有限公司热电项目",Asia Symbol (Shangdong) Pulp and Paper Co Ltd [100%],Singapore Asia Pacific Symbo Rizhao Co Ltd (ASIA SYMBOL RIZHAO PTE.LTD) [90.0%]; AP Trading Enterprise [9.3%]; other [0.7%],35,retired,2001,2023,,unknown,unknown,,,,Chengjiazhuang,Rizhao,Shandong,Eastern Asia,Asia,35.374797,119.50857,exact,,,,pulp & paper,both,,22,0.53,12047,96100,0.198492942,0,0
G100000100436,L100000100427,China,https://www.gem.wiki/Baise_Smelter_power_station,Baise Smelter power station,Unit 1,百矿发电公司,百矿集团煤电铝一体化项目自备电厂,Baise Baikuang Power Generation Co Ltd [100%],Geely Group Co Ltd [33.5%]; Ningbo Ruima Enterprise Management Partnership LP [32.2%]; Guangxi Baise Industrial Investment Development Group Co Ltd [25.0%]; Hangzhou Kunyu Enterprise Management Partnership LP [4.1%]; Hangzhou Huiren Youren Enterprise Management Partnership LP [2.0%]; Hangzhou Huiren Youzhi Enterprise Management Partnership LP [2.0%]; other [0.7%]; Hangzhou Huiren Youyi Enterprise Management Partnership LP [0.6%],350,operating,2015,,,supercritical,unknown,,,Toutang Town,Tianyang,Baise,Guangxi,Eastern Asia,Asia,23.78636,106.8202,exact,,,,aluminum,power,,9,0.53,9249.9,96100,1.52406397,31,47.24598307
G100000113105,L100000100428,China,https://www.gem.wiki/Baise_Tiandong_power_station,Baise Tiandong power station,Unit 1,,百矿集团田东电厂,Guangxi Debao Baikuang Power Generation Co Ltd [100%],Geely Group Co Ltd [33.5%]; Ningbo Ruima Enterprise Management Partnership LP [32.2%]; Guangxi Baise Industrial Investment Development Group Co Ltd [25.0%]; Hangzhou Kunyu Enterprise Management Partnership LP [4.1%]; Hangzhou Huiren Youren Enterprise Management Partnership LP [2.0%]; Hangzhou Huiren Youzhi Enterprise Management Partnership LP [2.0%]; other [0.7%]; Hangzhou Huiren Youyi Enterprise Management Partnership LP [0.6%],135,operating,2004,,,subcritical,lignite,,,Xiangzhou Town,Tiandong,Baise,Guangxi,Eastern Asia,Asia,23.629647,107.024096,exact,,,,aluminum,power,,20,0.53,12182.8,101000,0.813723734,20,16.27447468
G100000100434,L100000100429,China,https://www.gem.wiki/Baise_Tianyang_power_station,Baise Tianyang power station,Unit 1,,百矿集团银海发电公司田阳电厂,Guangxi Bose Yinhai Power Generation Co Ltd [100%],Geely Group Co Ltd [33.5%]; Ningbo Ruima Enterprise Management Partnership LP [32.2%]; Guangxi Baise Industrial Investment Development Group Co Ltd [25.0%]; Hangzhou Kunyu Enterprise Management Partnership LP [4.1%]; Hangzhou Huiren Youren Enterprise Management Partnership LP [2.0%]; Hangzhou Huiren Youzhi Enterprise Management Partnership LP [2.0%]; other [0.7%]; Hangzhou Huiren Youyi Enterprise Management Partnership LP [0.6%],150,operating,2007,,,subcritical,unknown,,,Toutang Town,Tianyang,Baise,Guangxi,Eastern Asia,Asia,23.7849583,106.8202878,exact,1-Oct-05,1-Oct-05,"Year: 2005, Month: 10, Day: 1",aluminum,power,,17,0.53,11312.6,96100,0.798825288,23,18.37298162
G100000104255,L100000101096,China,https://www.gem.wiki/Baishan_waste_coal_power_station,Baishan waste coal power station,Unit 1,,华能白山煤矸石热电厂,Huaneng Baishan Gangue Power Co Ltd [100%],China Huaneng Group Co Ltd [60.0%]; Jilin Provincial Coal Industry Group Co Ltd [40.0%],330,retired,2011,2020,,subcritical,waste coal,,,Weitanggou,Jiangyuan,Baishan,Jilin,Eastern Asia,Asia,42.03189,126.57903,exact,31-May-10,31-May-10,"Year: 2010, Month: 5, Day: 31",,,,9,0.53,9572.2,94600,1.463833113,0,0
G100000113740,L100000100258,China,https://www.gem.wiki/Baitao_cogen_power_station,Baitao cogen power station,Unit 1,"重庆白涛化工园区热电联产项目 (Unit 3, Unit 4)",重庆化医集团建峰工业集团白涛热电,Chongqing Huafon Chemical Co Ltd [100%],Huafon Chemical Co Ltd [77.6%]; Agricultural Development Bank of China [22.4%],50,operating,2012,,,subcritical,unknown,,,Baitao,Fuling,,Chongqing,Eastern Asia,Asia,29.592942,107.55123,exact,,,,chemicals,both,,12,0.53,11312.6,96100,0.266275096,28,7.455702685
G100000115320,L100000104899,China,https://www.gem.wiki/Baitao_Industrial_Park_Heat_Island_Center_power_station,Baitao Industrial Park Heat Island Center power station,Unit 1,园区公用热电联产项目,白涛化工园区热岛中心,Chongqing Jianfeng New Material Co Ltd [100%],Chongqing Chemical & Pharmaceutical Holding (GROUP) Co [58.5%]; Chongqing LAND PROPERTIES Group Limited Co [12.2%]; Chongqing Construction Investment (Group) Co Ltd [7.9%]; Chongqing Changshou Investment Development Group Co Ltd [6.9%]; China Resources National Corp [4.6%]; China Energy Conservation and Environmental Protection Group Co Ltd [3.8%]; Metallurgical Corporation of China Ltd [2.1%]; other [1.8%]; Chongqing Yufu Holding Group Co Ltd [1.7%]; Pangang Group Vanadium & Titanium Resources Co Ltd [0.4%]; Shanghai Baosight Software Co Ltd [0.2%],50,operating,2006,,,CFB,unknown,,,Baitao,Fuling,,Chongqing,Eastern Asia,Asia,29.585551,107.516544,exact,,,,,,,18,0.53,11312.6,96100,0.266275096,22,5.85805211
G100000100438,L100000101306,China,https://www.gem.wiki/Baiyanghe_power_station,Baiyanghe power station,Unit 1,,华能白杨河电厂,Huaneng Shandong Power Generation Co Ltd Baiyanghe Power Plant [100%],Huaneng Power International Inc [80.0%]; China Huaneng Group Co Ltd [20.0%],50,retired,1969,2007,,subcritical,anthracite,,,1 Quanshui Road,Boshan District,Zibo,Shandong,Eastern Asia,Asia,36.471944,117.8425,exact,,,,,,,38,0.53,12617.9,98300,0.303798293,0,0
G100000101726,L100000100793,China,https://www.gem.wiki/Baiyinhua_Industrial_Park_Captive_power_station,Baiyinhua Industrial Park Captive power station,Unit 1,西乌国家电投白音华高精铝板带项目自备电厂,国家电投内蒙能源白音华工业园自备电厂,Aluminum Branch of Inner Mongolia Baiyinhua Coal Power Co Ltd of State Power Investment Group [100%],State Power Investment Corp Ltd [100.0%],350,operating,2022,,,supercritical,unknown,,,Baiyinhua,West Ujimqin,Xilingol,Inner Mongolia,Eastern Asia,Asia,44.7973,118.5118,exact,1-Sep-16,1-Sep-16,"Year: 2016, Month: 9, Day: 1",aluminum,both,heat,2,0.53,9249.9,96100,1.52406397,38,57.91443086
G100000109099,L100000101516,China,https://www.gem.wiki/Baode_power_station,Baode power station,Unit 1,Shendong Baode power station,神华保德神东发电厂,Baode County Shendong Power Generation Co Ltd [100%],GD POWER Development Co Ltd [52.5%]; China Shenhua Energy Co Ltd [40.6%]; other [5.9%]; Inner Mongolia Shendong Tianlong Group Co Ltd [1.0%],135,operating,2006,,,subcritical,unknown,,,Xialiuzi Village,Baode,Xinzhou,Shanxi,Eastern Asia,Asia,38.944312,111.10369,exact,,,,,,,18,0.53,11312.6,96100,0.718942759,22,15.8167407
G100000112936,L100000104409,China,https://www.gem.wiki/Baoding_cogen_power_station,Baoding cogen power station,Phase IV Unit 12,"大唐保定华源热电 (Unit 08, Unit 09), 大唐保定热电厂九期 (Unit 12 & 13)",大唐保定热电厂,Datang Hebei Power Generation Co Ltd [100%],Datang International Power Generation Co Ltd [100.0%],350,operating,2023,,,supercritical,unknown,,,316 Guangming Road,Xinshi District,Baoding,Hebei,Eastern Asia,Asia,38.859647,115.405195,exact,27-Dec-16,27-Dec-16,"Year: 2016, Month: 12, Day: 27",,,,1,0.53,9249.9,96100,1.52406397,39,59.43849483
G100000115827,L100000100534,China,https://www.gem.wiki/Baoding_Northwest_Suburb_power_station,Baoding Northwest Suburb power station,Phase II Unit 3,"深能保定西北郊热电项目 (Unit 1, Unit 2), 深能保定西北郊热电厂二期 (Phase II Unit 3)",深能保定发电厂,Shenneng Baoding Power Generation Co Ltd [100%],Shenzhen Energy Group Co Ltd [100.0%],660,construction,2025,,,ultra-supercritical,unknown,,,Yaozhuang,Mancheng,Baoding,Hebei,Eastern Asia,Asia,38.961835,115.36719,exact,"March 7, 2023 – 冀发改能源核字〔2023〕16 号",7-Mar-23,"Year: 2023, Month: 3, Day: 7",,,,0,0.53,8272,96100,2.570115113,40,102.8046045
G100000100556,L100000101443,China,https://www.gem.wiki/Baoshan_Works_power_station,Baoshan Works power station,Unit 1,"中煤宝山2×650MW超超临界煤电（煤气掺烧）替代扩建项目, 上海宝山发电厂","宝钢集团自备电厂, 宝山钢铁股份有限公司自备电厂",Baoshan Iron & Steel Co Ltd [100%],Baoshan Iron & Steel Co Ltd [100.0%],350,operating,1980,,,subcritical,lignite,,,,Baoshan,,Shanghai,Eastern Asia,Asia,31.4421661,121.4355767,exact,,,,iron & steel,both,,44,0.53,11747.7,101000,2.034309336,5,10.17154668
G100000112057,L100000100795,China,https://www.gem.wiki/Baotou_Aluminum_power_station,Baotou Aluminum power station,Unit 1,"Baotou Aluminium power station (Unit 3, Unit 4, Unit 5), （东河热电厂二期 (Unit 3, Unit 4, Unit 5), 东河热电一期 (Unit 1, Unit 2), 华云新材料自备电厂） (Unit 3, Unit 4, Unit 5), Guodian Donghe power station (Unit 3, Unit 4, Unit 5)",中铝包头铝业自备热电厂,Baotou Aluminium Co Ltd [100%],Aluminum Corporation of China Ltd [100.0%],330,operating,2014,,,subcritical,unknown,,,Lvye Road,Donghe,Baotou,Inner Mongolia,Eastern Asia,Asia,40.557202,110.148382,exact,,,,aluminum,both,heat,10,0.53,10442.4,96100,1.622229815,30,48.66689445
G100000112062,L100000100796,China,https://www.gem.wiki/Baotou_Donghua_power_station,Baotou Donghua power station,Phase I Unit 1,,华电包头东华热电厂,Baotou Donghua Thermal Power Co Ltd [100%],China Huadian Group Corp [75.0%]; Inner Mongolia MengDian HuaNeng Thermal Power Corporation Ltd [25.0%],320,operating,2005,,,subcritical,bituminous,,,Hedong Town haolaigou,Donghe,Baotou,Inner Mongolia,Eastern Asia,Asia,40.578889,110.073611,exact,,,,,,,19,0.53,10442.4,94600,1.548517673,21,32.51887113
G100000112064,L100000100797,China,https://www.gem.wiki/Baotou_East_Hope_power_station,Baotou East Hope power station,Unit 1,,东方希望包头稀土铝业自备电厂,Dongfang Hope Baotou Rare Earth Aluminum Co Ltd Power Generation Branch [100%],East Hope Enterprise Management Co Ltd [68.0%]; Oriental Hope Investment Holding Co Ltd [32.0%],155,operating,2003,,,subcritical,unknown,,,Halingol Town,Jiuyuan,Baotou,Inner Mongolia,Eastern Asia,Asia,40.595308,109.782198,exact,,,,aluminum,both,heat,21,0.53,12182.8,96100,0.888949166,19,16.89003416
G100000100567,L100000100798,China,https://www.gem.wiki/Baotou_Hexi_power_station,Baotou Hexi power station,Phase I Unit 1,华电包头河西电厂,华电包头发电厂,Baotou Power Generation Branch of Huadian Inner Mongolia Energy Co Ltd [100%],China Huadian Group Corp [100.0%],600,operating,2006,,,subcritical,bituminous,,,Machi,Jiuyuan,Baotou,Inner Mongolia,Eastern Asia,Asia,40.5701785,109.7897806,exact,,,,,,,18,0.53,9572.2,94600,2.66151475,22,58.55332451
G100000100569,L100000100799,China,https://www.gem.wiki/Baotou_Olefins_power_station,Baotou Olefins power station,Unit 1,,神华包头煤化工公司煤制烯烃自备电厂,Shenhua Baotou Coal Chemical Co Ltd [100%],China Shenhua Energy Co Ltd [100.0%],100,operating,2009,,,subcritical,bituminous,,,,Jiuyuan,Baotou,Inner Mongolia,Eastern Asia,Asia,40.608149,109.636772,exact,11-Dec-06,11-Dec-06,"Year: 2006, Month: 12, Day: 11",chemicals,both,,15,0.53,11312.6,94600,0.524237754,25,13.10594385
G100000100575,L100000100800,China,https://www.gem.wiki/Baotou_Sanfeng_power_station,Baotou Sanfeng power station,Unit 8,,包钢三峰稀土公司自备电厂,Baotou Steel (Group) Co Ltd [100%],People's Government of Inner Mongolia Autonomous Region [69.2%]; China Huarong Asset Management Co Ltd [15.0%]; Inner Mongolia State Owned Capital Operation Co Ltd [7.7%]; China Cinda Asset Management Co Ltd [6.2%]; other [1.9%],50,operating,1996,,,subcritical,unknown,,,,Hondlon (Kundulun),Baotou,Inner Mongolia,Eastern Asia,Asia,40.660367,109.759561,exact,,,,other metals & mining,both,,28,0.53,12182.8,96100,0.286757796,12,3.441093547
G100000115224,L100000104880,China,https://www.gem.wiki/Baotou_Shansheng_captive_power_station,Baotou Shansheng captive power station,Unit 1,,包头市山晟自备电厂,Baotou City Shansheng New Energy Co Ltd [100%],INNER MONGOLIA Shanlu Enercy Co Ltd [90.0%]; natural person(s) [10.0%],50,operating,2009,,,unknown,waste coal,,,,Tumud Right Banner,Baotou,Inner Mongolia,Eastern Asia,Asia,40.584375,110.623152,exact,,,,other metals & mining,both,,15,0.53,11186.5,94600,0.259197074,25,6.479926844
